author11,author10,author9,author8,author7,author6,author5,author4,author3,author2,author1,EIP_Number,Title,Author,Status,author1_id,author2_id,author3_id,author4_id,author5_id,author6_id,author7_id,author8_id,author9_id,author10_id,author11_id
,,,,,,,,,pawelbylica,alexberegszaszi,145,Bitwise shifting instructions in EVM,"Alex Beregszaszi, Pawel Bylica",Final,11,83,,,,,,,,,
,,,,,,,,,pawelbylica,alexberegszaszi,1985,Sane limits for certain EVM parameters,"Alex Beregszaszi, Pawel Bylica",Stagnant,11,83,,,,,,,,,
,,,,,,,,,pawelbylica,nickjohnson,1052,EXTCODEHASH opcode,"Nick Johnson, Paweł Bylica",Final,10,83,,,,,,,,,
,,,,,,,,,pedrogomes,erikmarks,3085,Wallet Add Ethereum Chain RPC Method (`wallet_addEthereumChain`),"Erik Marks, Pedro Gomes",Stagnant,167,120,,,,,,,,,
,,,,,,,,,pedrogomes,ligi,1328,WalletConnect URI Format,"ligi, Pedro Gomes",Review,35,120,,,,,,,,,
,,,,,,,,,peterrobinson,weijiazhang,3220,Crosschain Identifier Specification,"Weijia Zhang, Peter Robinson",Stagnant,171,366,,,,,,,,,
,,,,,,,,,peterszilagyi,felixlange,1459,Node Discovery via DNS,"Felix Lange, Péter Szilágyi",Stagnant,6,18,,,,,,,,,
,,,,,,,,,philippecastonguay,agustinaguilar,5189,Account Abstraction via Endorsed Operations,"Agustín Aguilar, Philippe Castonguay",Draft,250,177,,,,,,,,,
,,,,,,,,,pierrickturelier,brendanasselstine,5164,Cross-Chain Execution,"Brendan Asselstine, Pierrick Turelier",Review,245,396,,,,,,,,,
,,,,,,,,,pipermerriam,gajindersingh,3584,Block Access List,"Gajinder Singh, Piper Merriam",Stagnant,187,17,,,,,,,,,
,,,,,,,,,portalnetworkteam,phyrextsai,1062,Formalize IPFS hash into ENS(Ethereum Name Service) resolver,"Phyrex Tsai, Portal Network Team",Stagnant,54,313,,,,,,,,,
,,,,,,,,,qinjian,leeraj,1973,Scalable Rewards,"Lee Raj, Qin Jian",Stagnant,117,345,,,,,,,,,
,,,,,,,,,qizhou,shudong,4972,Name-Owned Account,"Shu Dong, Qi Zhou",Draft,229,217,,,,,,,,,
,,,,,,,,,raphaelroullet,timdaubenschutz,4973,Account-bound Tokens,"Tim Daubenschutz, Raphael Roullet",Review,230,388,,,,,,,,,
,,,,,,,,,ricardoguilhermeschmidt,alexvandesande,1077,Gas relay for contract calls,"Alex Van de Sande, Ricardo Guilherme Schmidt",Stagnant,8,132,,,,,,,,,
,,,,,,,,,samwilson,danfinlay,5003,Insert Code into EOAs with AUTHUSURP,"Dan Finlay, Sam Wilson",Draft,31,165,,,,,,,,,
,,,,,,,,,santiagopalladino,dominicletz,2330,EXTSLOAD opcode,"Dominic Letz, Santiago Palladino",Draft,128,116,,,,,,,,,
,,,,,,,,,terrychen,austinzhu,5727,Semi-Fungible Soulbound Token,"Austin Zhu, Terry Chen",Draft,288,420,,,,,,,,,
,,,,,,,,,timbeiko,peterszilagyi,2364,eth/64: forkid-extended protocol handshake,"Peter Szilagyi, Tim Beiko",Final,18,196,,,,,,,,,
,,,,,,,,,timdaubenschutz,pandapip1,5380,EIP-721 Entitlement Extension,"Pandapip1, Tim Daubenschütz",Draft,219,230,,,,,,,,,
,,,,,,,,,tomaszstanczak,vitalikbuterin,2935,Save historical block hashes in state,"Vitalik Buterin, Tomasz Stanczak",Stagnant,1,359,,,,,,,,,
,,,,,,,,,trustfarm,trustfarm,1485,TEthashV1,"trustfarm, trustfarm",Stagnant,89,89,,,,,,,,,
,,,,,,,,,tyleryasaka,fabianvogelsteller,725,General key-value store and execution standard,"Fabian Vogelsteller, Tyler Yasaka",Stagnant,7,303,,,,,,,,,
,,,,,,,,,uriklarman,mattgarnett,2780,Reduce intrinsic transaction gas,"Matt Garnett, Uri Klarman",Withdrawn,145,356,,,,,,,,,
,,,,,,,,,victorporton,victorporton,3267,Giving Ethereum fees to Future Salaries,"Victor Porton, Victor Porton",Stagnant,172,172,,,,,,,,,
,,,,,,,,,viktorpernjek,hyungsukkang,5252,Account-bound Finance,"Hyungsuk Kang, Viktor Pernjek",Draft,253,402,,,,,,,,,
,,,,,,,,,vitalikbuterin,abdelhamidbakhta,3198,BASEFEE opcode,"Abdelhamid Bakhta, Vitalik Buterin",Final,163,1,,,,,,,,,
,,,,,,,,,vitalikbuterin,afrischoedon,649,Metropolis Difficulty Bomb Delay and Block Reward Reduction,"Afri Schoedon, Vitalik Buterin",Final,23,1,,,,,,,,,
,,,,,,,,,vitalikbuterin,dannyryan,2982,Serenity Phase 0,"Danny Ryan, Vitalik Buterin",Final,50,1,,,,,,,,,
,,,,,,,,,vitalikbuterin,fabianvogelsteller,20,Token Standard,"Fabian Vogelsteller, Vitalik Buterin",Final,7,1,,,,,,,,,
,,,,,,,,,vitalikbuterin,guillaumeballet,3102,Binary trie structure,"Guillaume Ballet, Vitalik Buterin",Draft,142,1,,,,,,,,,
,,,,,,,,,weiwu,james,5169,Client Script URI for Token Contracts,"James, Weiwu",Draft,246,397,,,,,,,,,
,,,,,,,,,williamschwab,simonfremaux,4494,Permit for ERC-721 NFTs,"Simon Fremaux, William Schwab",Draft,203,207,,,,,,,,,
,,,,,,,,,xinqiyang,zhenyusun,3589,Assemble assets into NFTs,"Zhenyu Sun, Xinqi Yang",Stagnant,168,370,,,,,,,,,
,,,,,,,,,yoavweiss,alexforshtat,1706,Disable SSTORE with gasleft lower than call stipend,"Alex Forshtat, Yoav Weiss",Withdrawn,102,97,,,,,,,,,
,,,,,,,,,zacharybelford,shanejonas,1901,Add OpenRPC Service Discovery To JSON-RPC Services,"Shane Jonas, Zachary Belford",Stagnant,112,342,,,,,,,,,
,,,,,,,,,zacharywilliamson,antoniosalazarcardozo,1108,Reduce alt_bn128 precompile gas costs,"Antonio Salazar Cardozo, Zachary Williamson",Final,58,314,,,,,,,,,
,,,,,,,,,zainanvictorzhou,pandapip1,5920,PAY opcode,"Pandapip1, Zainan Victor Zhou",Draft,219,71,,,,,,,,,
,,,,,,,,albertocuestacanada,robertrobbins,juliantraversa,5095,Principal Token,"Julian Traversa, Robert Robbins, Alberto Cuesta Cañada",Draft,241,392,170,,,,,,,,
,,,,,,,,alexberegszaszi,pawelbylica,andreimaiboroda,5450,EOF - Stack Validation,"Andrei Maiboroda, Paweł Bylica, Alex Beregszaszi",Review,214,83,11,,,,,,,,
,,,,,,,,alexberegszaszi,pawelbylica,martinholstswende,2677,Limit size of `initcode`,"Martin Holst Swende, Paweł Bylica, Alex Beregszaszi",Stagnant,2,83,11,,,,,,,,
,,,,,,,,alexforshtat,drortirosh,yoavweiss,1613,Gas stations network,"Yoav Weiss, Dror Tirosh, Alex Forshtat",Stagnant,97,336,102,,,,,,,,
,,,,,,,,alexstokes,lightclient,georgekadianakis,4444,Bound Historical Data in Execution Clients,"George Kadianakis, lightclient, Alex Stokes",Draft,202,193,215,,,,,,,,
,,,,,,,,alexvandesande,nickjohnson,maurelian,162,Initial ENS Hash Registrar,"Maurelian, Nick Johnson, Alex Van de Sande",Final,14,10,8,,,,,,,,
,,,,,,,,andreimaiboroda,pawelbylica,alexberegszaszi,3540,EOF - EVM Object Format v1,"Alex Beregszaszi, Pawel Bylica, Andrei Maiboroda",Review,11,83,214,,,,,,,,
,,,,,,,,andreimaiboroda,pawelbylica,alexberegszaszi,3690,EOF - JUMPDEST Table,"Alex Beregszaszi, Pawel Bylica, Andrei Maiboroda",Stagnant,11,83,214,,,,,,,,
,,,,,,,,andresel-fakdi,joseplluisdelarosa,victormunoz,4944,Contract with Exactly One Non-fungible Token,"Víctor Munoz, Josep Lluis de la Rosa, Andres El-Fakdi",Stagnant,227,387,477,,,,,,,,
,,,,,,,,antonbuenavista,longvuong,vunguyen,5115,Super Composable Yield Token,"Vu Nguyen, Long Vuong, Anton Buenavista",Draft,242,393,482,,,,,,,,
,,,,,,,,auroreguillevic,michaelconnor,youssefelhousni,3026,BW6-761 curve operations,"Youssef El Housni, Michael Connor, Aurore Guillevic",Stagnant,161,113,461,,,,,,,,
,,,,,,,,brooklynzelenka,gregcolvin,gregcolvin,3779,Safer Control Flow for the EVM,"Greg Colvin, Greg Colvin, Brooklyn Zelenka",Withdrawn,20,20,44,,,,,,,,
,,,,,,,,daniellehrner,fernandoparis,juliofaura,1996,Holdable Token,"Julio Faura, Fernando Paris, Daniel Lehrner",Stagnant,118,121,119,,,,,,,,
,,,,,,,,daniellehrner,fernandoparis,juliofaura,2018,Clearable Token,"Julio Faura, Fernando Paris, Daniel Lehrner",Stagnant,118,121,119,,,,,,,,
,,,,,,,,daniellehrner,fernandoparis,juliofaura,2020,E-Money Standard Token,"Julio Faura, Fernando Paris, Daniel Lehrner",Stagnant,118,121,119,,,,,,,,
,,,,,,,,daniellehrner,juliofaura,fernandoparis,2019,Fundable Token,"Fernando Paris, Julio Faura, Daniel Lehrner",Stagnant,121,118,119,,,,,,,,
,,,,,,,,daniellehrner,juliofaura,fernandoparis,2021,Payoutable Token,"Fernando Paris, Julio Faura, Daniel Lehrner",Stagnant,121,118,119,,,,,,,,
,,,,,,,,dankradfeist,vitalikbuterin,guillaumeballet,4758,Deactivate SELFDESTRUCT,"Guillaume Ballet, Vitalik Buterin, Dankrad Feist",Review,142,1,188,,,,,,,,
,,,,,,,,dankradfeist,vitalikbuterin,guillaumeballet,4760,SELFDESTRUCT bomb,"Guillaume Ballet, Vitalik Buterin, Dankrad Feist",Stagnant,142,1,188,,,,,,,,
,,,,,,,,dankradfeist,vitalikbuterin,guillaumeballet,4762,Statelessness gas cost changes,"Guillaume Ballet, Vitalik Buterin, Dankrad Feist",Stagnant,142,1,188,,,,,,,,
,,,,,,,,dannyryan,sachasaint-leger,michaelsproul,3076,Slashing Protection Interchange Format,"Michael Sproul, Sacha Saint-Leger, Danny Ryan",Last Call,166,364,50,,,,,,,,
,,,,,,,,davidknott,kevinbritz,peterjihoonkim,3009,Transfer With Authorization,"Peter Jihoon Kim, Kevin Britz, David Knott",Stagnant,159,363,460,,,,,,,,
,,,,,,,,davidnunez,robertobayardo,johnpeterson,4931,Generic Token Upgrade Standard,"John Peterson, Roberto Bayardo, David Núñez",Stagnant,225,386,476,,,,,,,,
,,,,,,,,davidzhang,howardmarks,johnshiple,1450,ERC-1450 A compatible security token for issuing and trading SEC-compliant securities,"John Shiple, Howard Marks, David Zhang",Stagnant,85,331,442,,,,,,,,
,,,,,,,,dennisvonderbey,lauritzleifermann,philippbolte,5539,Revocation List Registry,"Philipp Bolte, Lauritz Leifermann, Dennis von der Bey",Draft,268,408,490,,,,,,,,
,,,,,,,,duncanwestland,chaitanyakonda,michaelconnor,1922,zk-SNARK Verifier Standard,"Michael Connor, Chaitanya Konda, Duncan Westland",Stagnant,113,343,452,,,,,,,,
,,,,,,,,duncanwestland,chaitanyakonda,michaelconnor,1923,zk-SNARK Verifier Registry Standard,"Michael Connor, Chaitanya Konda, Duncan Westland",Stagnant,113,343,452,,,,,,,,
,,,,,,,,easyinnova,joseplluisdelarosa,victormunoz,4950,Entangled Tokens,"Víctor Munoz, Josep Lluis de la Rosa, Easy Innova",Draft,227,387,478,,,,,,,,
,,,,,,,,edison0xyz,zhongfu,zlace,5827,Auto-renewable allowance extension,"zlace, zhongfu, edison0xyz",Draft,295,426,502,,,,,,,,
,,,,,,,,garyrong,felixlange,mariusvanderwijden,4938,eth/67 - Removal of GetNodeData,"Marius van der Wijden, Felix Lange, Gary Rong",Draft,226,6,349,,,,,,,,
,,,,,,,,glebnaumenko,tomcarchrae,brooklynzelenka,902,Token Validation,"Brooklyn Zelenka, Tom Carchrae, Gleb Naumenko",Stagnant,44,308,433,,,,,,,,
,,,,,,,,glebnaumenko,tomcarchrae,brooklynzelenka,1066,Status Codes,"Brooklyn Zelenka, Tom Carchrae, Gleb Naumenko",Stagnant,44,308,433,,,,,,,,
,,,,,,,,hadriencroubois,franciscogiordano,ernestogarcia,6093,Custom errors for commonly-used tokens,"Ernesto García, Francisco Giordano, Hadrien Croubois",Draft,297,76,138,,,,,,,,
,,,,,,,,hadriencroubois,franciscogiordano,santiagopalladino,1967,Proxy Storage Slots,"Santiago Palladino, Francisco Giordano, Hadrien Croubois",Final,116,76,138,,,,,,,,
,,,,,,,,jacobevans,leonidlogvinov,remcobloemen,712,Typed structured data hashing and signing,"Remco Bloemen, Leonid Logvinov, Jacob Evans",Final,29,301,430,,,,,,,,
,,,,,,,,jiangshanyu,haoyulin,runchaohan,2266,Atomic Swap-based American Call Option Contract Standard,"Runchao Han, Haoyu Lin, Jiangshan Yu",Last Call,125,347,453,,,,,,,,
,,,,,,,,joemesserman,natewelch,petermurray,1167,Minimal Proxy Contract,"Peter Murray, Nate Welch, Joe Messerman",Final,65,316,438,,,,,,,,
,,,,,,,,john,alex,tyler,5058,Lockable Non-Fungible Tokens,"Tyler, Alex, John",Draft,238,385,479,,,,,,,,
,,,,,,,,jordanschalm,nickmudge,mattlockyer,998,ERC-998 Composable Non-Fungible Token Standard,"Matt Lockyer, Nick Mudge, Jordan Schalm",Stagnant,48,16,435,,,,,,,,
,,,,,,,,jordibaylina,martabelles,barrywhitehat,2494,Baby Jubjub Elliptic Curve,"Barry WhiteHat, Marta Bellés, Jordi Baylina",Stagnant,136,350,36,,,,,,,,
,,,,,,,,joshuahendrix,jakobhelgesson,lucvankampen,5094,URL Format for Ethereum Network Switching,"Luc van Kampen, Jakob Helgesson, Joshua Hendrix",Draft,240,391,481,,,,,,,,
,,,,,,,,julienberanger,fredericlecoidic,olivierfernandez,5560,Redeemable NFTs,"Olivier Fernandez, Frédéric Le Coidic, Julien Béranger",Draft,272,410,491,,,,,,,,
,,,,,,,,konradfeldmeier,nickjohnson,zainanvictorzhou,5081,Expirable Trainsaction,"Zainan Victor Zhou, Nick Johnson, Konrad Feldmeier",Draft,71,10,480,,,,,,,,
,,,,,,,,krisshinn,raulkripalani,nickjohnson,1767,GraphQL interface to Ethereum node data,"Nick Johnson, Raúl Kripalani, Kris Shinn",Stagnant,10,339,450,,,,,,,,
,,,,,,,,lanerettig,kevinowocki,gregorymarkou,1890,Commitment to Sustainable Ecosystem Funding,"Gregory Markou, Kevin Owocki, Lane Rettig",Withdrawn,108,81,451,,,,,,,,
,,,,,,,,mariusvanderwijden,dmitrykhovratovich,dankradfeist,3607,Reject transactions from senders with deployed code,"Dankrad Feist, Dmitry Khovratovich, Marius van der Wijden",Final,188,371,226,,,,,,,,
,,,,,,,,mariusvanderwijden,pawelbylica,andrealanfranchi,1571,EthereumStratum/2.0.0,"Andrea Lanfranchi, Pawel Bylica, Marius Van Der Wijden",Stagnant,93,83,226,,,,,,,,
,,,,,,,,marvinmartin,pol-malolebris,omaraflak,4671,Non-Tradable Tokens Standard,"Omar Aflak, Pol-Malo Le Bris, Marvin Martin",Draft,210,382,471,,,,,,,,
,,,,,,,,muhammedeminaydin,mucahitbuyukyilmaz,stanleywu,5345,Silent Signing Extension for JSON-RPC,"Stanley Wu, Mücahit Büyükyılmaz, Muhammed Emin Aydın",Draft,256,403,487,,,,,,,,
,,,,,,,,nikhilasrani,khemrajadhawade,gaurangtorvekar,5606,Multiverse NFTs,"Gaurang Torvekar, Khemraj Adhawade, Nikhil Asrani",Review,279,415,495,,,,,,,,
,,,,,,,,pawelbylica,alexberegszaszi,andreimaiboroda,4750,EOF - Functions,"Andrei Maiboroda, Alex Beregszaszi, Paweł Bylica",Review,214,11,83,,,,,,,,
,,,,,,,,pawelbylica,alexberegszaszi,harikrishnanmulackal,5000,MULDIV instruction,"Harikrishnan Mulackal, Alex Beregszaszi, Paweł Bylica",Draft,233,11,83,,,,,,,,
,,,,,,,,pawelbylica,andreimaiboroda,alexberegszaszi,3670,EOF - Code Validation,"Alex Beregszaszi, Andrei Maiboroda, Paweł Bylica",Review,11,214,83,,,,,,,,
,,,,,,,,pawelbylica,andreimaiboroda,alexberegszaszi,4200,EOF - Static relative jumps,"Alex Beregszaszi, Andrei Maiboroda, Paweł Bylica",Review,11,214,83,,,,,,,,
,,,,,,,,pawelbylica,hugodelacruz,alexberegszaszi,3855,PUSH0 instruction,"Alex Beregszaszi, Hugo De la cruz, Paweł Bylica",Review,11,373,83,,,,,,,,
,,,,,,,,pinkiebell,benbollen,johannbarbie,1948,Non-fungible Data Token,"Johann Barbie, Ben Bollen, pinkiebell",Stagnant,114,344,181,,,,,,,,
,,,,,,,,reubenyoungblom,jameslevy,danphifer,867,Standardized Ethereum Recovery Proposals,"Dan Phifer, James Levy, Reuben Youngblom",Stagnant,39,305,432,,,,,,,,
,,,,,,,,ricardoguilhermeschmidt,kevinowocki,markbeylin,1081,Standard Bounties,"Mark Beylin, Kevin Owocki, Ricardo Guilherme Schmidt",Stagnant,56,81,132,,,,,,,,
,,,,,,,,samwilson,chaopi,qizhou,4804,Web3 URL to EVM Call Message Translation,"Qi Zhou, Chao Pi, Sam Wilson",Review,217,384,165,,,,,,,,
,,,,,,,,shrug,anders,lance,5006,"Rental NFT, NFT User Extension","Lance, Anders, Shrug",Last Call,234,223,475,,,,,,,,
,,,,,,,,shrug,lance,anders,4907,"Rental NFT, an Extension of EIP-721","Anders, Lance, Shrug",Final,223,234,475,,,,,,,,
,,,,,,,,shrug,lance,anders,5007,"Time NFT, EIP-721 Time Extension","Anders, Lance, Shrug",Last Call,223,234,475,,,,,,,,
,,,,,,,,shrug,lance,anders,5008,EIP-721 Nonce Extension,"Anders, Lance, Shrug",Review,223,234,475,,,,,,,,
,,,,,,,,suleymankardas,mehmetsabirkiraz,tonycarson,2917,Staking Reward Calculation,"Tony Carson, Mehmet Sabir Kiraz, Süleyman Kardaş",Stagnant,151,357,456,,,,,,,,
,,,,,,,,thomasjayrush,jameshancock,timbeiko,4345,Difficulty Bomb Delay to June 2022,"Tim Beiko, James Hancock, Thomas Jay Rush",Final,196,122,467,,,,,,,,
,,,,,,,,thomasshababi,jordibaylina,jacquesdafflon,777,Token Standard,"Jacques Dafflon, Jordi Baylina, Thomas Shababi",Final,33,36,431,,,,,,,,
,,,,,,,,timbeiko,garyrong,peterszilagyi,2464,eth/65: transaction announcements and retrievals,"Peter Szilagyi, Gary Rong, Tim Beiko",Final,18,349,196,,,,,,,,
,,,,,,,,tylerkell,yanji,jamesgrimmelmann,5218,NFT Rights Management,"James Grimmelmann, Yan Ji, Tyler Kell",Draft,252,401,486,,,,,,,,
,,,,,,,,vitalikbuterin,dannyryan,mikhailkalinin,3675,Upgrade consensus to Proof-of-Stake,"Mikhail Kalinin, Danny Ryan, Vitalik Buterin",Final,190,50,1,,,,,,,,
,,,,,,,,witekradomski,williamentriken,kristijansedlak,2477,Token Metadata Integrity,"Kristijan Sedlak, William Entriken, Witek Radomski",Stagnant,134,30,64,,,,,,,,
,,,,,,,,yinxu,evan,zainanvictorzhou,1202,Voting Interface,"Zainan Victor Zhou, Evan, Yin Xu",Draft,71,319,440,,,,,,,,
,,,,,,,,zainanvictorzhou,alexqin,allenzhou,5604,NFT Lien,"Allen Zhou, Alex Qin, Zainan Victor Zhou",Draft,278,414,71,,,,,,,,
,,,,,,,abhimanyunag,joshklopfenstein,ericmartihaynes,tomaszkajetanstanczak,5133,Delaying Difficulty Bomb to mid-September 2022,"Tomasz Kajetan Stanczak, Eric Marti Haynes, Josh Klopfenstein, Abhimanyu Nag",Final,244,395,484,536,,,,,,,
,,,,,,,andreimaiboroda,alexberegszaszi,pawelbylica,martinholstswende,3860,Limit and meter initcode,"Martin Holst Swende, Paweł Bylica, Alex Beregszaszi, Andrei Maiboroda",Review,2,83,11,214,,,,,,,
,,,,,,,austinwilliams,fubuloubu,fionakobayashi,albertocuestacanada,3156,Flash Loans,"Alberto Cuesta Canada, Fiona Kobayashi, fubuloubu, Austin Williams",Final,170,365,462,525,,,,,,,
,,,,,,,austinwilliams,fubuloubu,fionakobayashi,albertocuestacanada,3234,Batch Flash Loans,"Alberto Cuesta Canada, Fiona Kobayashi, fubuloubu, Austin Williams",Stagnant,170,365,462,525,,,,,,,
,,,,,,,benjaminhauser,g.nicholasd'andrea,pipermerriam,nickgheorghita,2942,EthPM URI Specification,"Nick Gheorghita, Piper Merriam, g. nicholas d'andrea, Benjamin Hauser",Stagnant,154,17,457,522,,,,,,,
,,,,,,,brandongrill,michaelseiler,infernal_toast,jaylogelin,918,Mineable Token Standard,"Jay Logelin, Infernal_toast, Michael Seiler, Brandon Grill",Stagnant,46,309,434,506,,,,,,,
,,,,,,,christianreitwiessner,pawelbylica,brooklynzelenka,gregcolvin,615,Subroutines and Static Jumps for the EVM,"Greg Colvin, Brooklyn Zelenka, Paweł Bylica, Christian Reitwiessner",Stagnant,20,44,83,4,,,,,,,
,,,,,,,cygaar,cameronrobertson,locationtba,2pmflow,5791,Physical Backed Tokens,"2pmflow, locationtba, Cameron Robertson, cygaar",Draft,293,425,501,285,,,,,,,
,,,,,,,dannyryan,nickgheorghita,pipermerriam,g.nicholasdandrea,1123,Revised Ethereum Smart Contract Packaging Standard,"g. nicholas dandrea, Piper Merriam, Nick Gheorghita, Danny Ryan",Withdrawn,59,17,154,50,,,,,,,
,,,,,,,davidlevitgurevich,avihulevy,elibensasson,abdelhamidbakhta,5988,Add Poseidon hash function precompile,"Abdelhamid Bakhta, Eli Ben Sasson, Avihu Levy, David Levit Gurevich",Draft,163,346,503,547,,,,,,,
,,,,,,,defifofum,mario,marcodevries,apeguru,5725,Transferable Vesting NFT,"Apeguru, Marco De Vries, Mario, DeFiFoFum",Draft,287,419,498,544,,,,,,,
,,,,,,,ericbinet,jamestherien,andrewcooke,witekradomski,1761,Scoped Approval Interface,"Witek Radomski, Andrew Cooke, James Therien, Eric Binet",Stagnant,64,315,449,517,,,,,,,
,,,,,,,erikmarks,fantorchz,weitang,isaacardis,695,Create `eth_chainId` method for JSON-RPC,"Isaac Ardis, Wei Tang, Fan Torchz, Erik Marks",Final,27,78,429,167,,,,,,,
,,,,,,,ifdefelse,michaelcarter,andrealanfranchi,gregcolvin,1057,"ProgPoW, a Programmatic Proof-of-Work","Greg Colvin, Andrea Lanfranchi, Michael Carter, IfDefElse",Stagnant,20,93,437,507,,,,,,,
,,,,,,,iluminadabaturone,robertoroman,rosarioarjona,javierarcenegui,4519,Non-Fungible Tokens Tied to Physical Assets,"Javier Arcenegui, Rosario Arjona, Roberto Roman, Iluminada Baturone",Final,204,378,469,530,,,,,,,
,,,,,,,jameshancock,piotrdyraga,mattluongo,tjadenhess,152,Add BLAKE2 compression function `F` precompile,"Tjaden Hess, Matt Luongo, Piotr Dyraga, James Hancock",Final,12,299,427,122,,,,,,,
,,,,,,,jamesseibel,blainemalone,jamesmorgan,zachburks,2981,NFT Royalty Standard,"Zach Burks, James Morgan, Blaine Malone, James Seibel",Final,156,361,459,524,,,,,,,
,,,,,,,johnmaxskaller,brooklynzelenka,martinholstswende,gregcolvin,2315,Simple Subroutines for the EVM,"Greg Colvin, Martin Holst Swende, Brooklyn Zelenka, John Max Skaller",Review,20,2,44,518,,,,,,,
,,,,,,,kyledenhartog,andreabrancaleoni,brianr.bondy,yanzhu,5593,Restrict Ethereum Provider API Injection,"Yan Zhu, Brian R. Bondy, Andrea Brancaleoni, Kyle Den Hartog",Draft,277,413,494,542,,,,,,,
,,,,,,,ligi,pedrogomes,richardmeissner,lukasschor,3770,Chain-specific addresses,"Lukas Schor, Richard Meissner, Pedro Gomes, ligi",Draft,194,82,120,35,,,,,,,
,,,,,,,manuelolivi,robertogorini,alanscarpellini,gianlucaperletti,2980,Swiss Compliant Asset Token,"Gianluca Perletti, Alan Scarpellini, Roberto Gorini, Manuel Olivi",Stagnant,155,360,458,523,,,,,,,
,,,,,,,mattcondon,johnzettler,mattrusso,tommynicholas,1046,ERC20 Metadata Extension,"Tommy Nicholas, Matt Russo, John Zettler, Matt Condon",Stagnant,52,311,436,323,,,,,,,
,,,,,,,micahzoltu,mattgarnett,ansgardietrichs,samwilson,3074,AUTH and AUTHCALL opcodes,"Sam Wilson, Ansgar Dietrichs, Matt Garnett, Micah Zoltu",Stagnant,165,200,145,19,,,,,,,
,,,,,,,nastassiasachs,jacobevans,dietershirley,williamentriken,721,Non-Fungible Token Standard,"William Entriken, Dieter Shirley, Jacob Evans, Nastassia Sachs",Final,30,302,430,505,,,,,,,
,,,,,,,natevanderende,kirylyermakou,danlong,billyrennekamp,1633,Re-Fungible Token Standard (RFT),"Billy Rennekamp, Dan Long, Kiryl Yermakou, Nate van der Ende",Stagnant,100,337,447,515,,,,,,,
