author11,author10,author9,author8,author7,author6,author5,author4,author3,author2,author1,EIP_Number,Title,Author,Status,author1_id,author2_id,author3_id,author4_id,author5_id,author6_id,author7_id,author8_id,author9_id,author10_id,author11_id
,,,,,,,nathan,shrug,lance,anders,4906,EIP-721 Metadata Update Extension,"Anders, Lance, Shrug, Nathan",Final,223,234,475,534,,,,,,,
,,,,,,,nickgheorghita,g.nicholasdandrea,christophergewecke,pipermerriam,1319,Smart Contract Package Registry Interface,"Piper Merriam, Christopher Gewecke, g. nicholas dandrea, Nick Gheorghita",Stagnant,17,325,59,154,,,,,,,
,,,,,,,nickjohnson,brantlymillegan,gregoryrocco,waynechang,4361,Sign-In with Ethereum,"Wayne Chang, Gregory Rocco, Brantly Millegan, Nick Johnson",Review,198,376,468,10,,,,,,,
,,,,,,,noahzinsmeister,shanehampton,andychorlian,anuragangara,1484,Digital Identity Aggregator,"Anurag Angara, Andy Chorlian, Shane Hampton, Noah Zinsmeister",Stagnant,88,333,443,511,,,,,,,
,,,,,,,phd,dwang,dradiant,yalereisoleil,5173,NFT Future Rewards (nFR),"Yale ReiSoleil, dRadiant, D Wang, PhD",Draft,247,398,485,537,,,,,,,
,,,,,,,ranxing,derekzhou,yuefeitan,huazhang,2569,Saving and Displaying Image Onchain for Universal Tokens,"Hua Zhang, Yuefei Tan, Derek Zhou, Ran Xing",Stagnant,141,352,455,520,,,,,,,
,,,,,,adamboudjemaa,lucfalempin,kevinthizy,tonymalghem,joachimlebrun,3643,T-REX - Token for Regulated EXchanges,"Joachim Lebrun, Tony Malghem, Kevin Thizy, Luc Falempin, Adam Boudjemaa",Stagnant,189,372,465,528,557,,,,,,
,,,,,,andy8052,jakerockland,ryley-o,wilkinschung,foobar,5639,Delegation Registry,"foobar, Wilkins Chung, ryley-o, Jake Rockland, andy8052",Draft,284,243,496,543,566,,,,,,
,,,,,,austingriffith,blockdev,damianmartinelli,alex,andrewbcoathup,4883,Composable SVG NFT,"Andrew B Coathup, Alex, Damian Martinelli, blockdev, Austin Griffith",Draft,221,385,474,533,561,,,,,,
,,,,,,avihulevy,louisguthmann,tombrand,elibensasson,alexeyakhunov,2028,Transaction data gas cost reduction,"Alexey Akhunov, Eli Ben Sasson, Tom Brand, Louis Guthmann, Avihu Levy",Final,62,346,144,353,503,,,,,,
,,,,,,cyberpnk,sillytuna,cry,jalilwahdatehagh,wilkinschung,5131,SAFE Authentication For ENS,"Wilkins Chung, Jalil Wahdatehagh, Cry, Sillytuna, Cyberpnk",Draft,243,394,483,535,562,,,,,,
,,,,,,dankradfeist,justindrake,simonpeffers,seangulley,kellyolson,2565,ModExp Gas Cost,"Kelly Olson, Sean Gulley, Simon Peffers, Justin Drake, Dankrad Feist",Final,139,351,454,519,188,,,,,,
,,,,,,dobbylabs,janbures,tomasjanca,davidrabel,jansmrza,5501,Rental & Delegation NFT - EIP-721 Extension,"Jan Smrza, David Rábel, Tomas Janca, Jan Bures, DOBBYLABS",Draft,262,405,488,538,563,,,,,,
,,,,,,erikmarks,marcgarreau,victormaia,ryanghods,fabianvogelsteller,1193,Ethereum Provider JavaScript API,"Fabian Vogelsteller, Ryan Ghods, Victor Maia, Marc Garreau, Erik Marks",Final,7,318,439,508,167,,,,,,
,,,,,,fovcao,fred,tiger,seanng,veegalabs,5585,EIP-721 NFT Authorization,"Veega Labs, Sean NG, Tiger, Fred, Fov Cao",Draft,276,412,493,541,565,,,,,,
,,,,,,iurimatias,rjcatalano,deniserfurt,timcoulter,pipermerriam,190,Ethereum Smart Contract Packaging Standard,"Piper Merriam, Tim Coulter, Denis Erfurt, RJ Catalano, Iuri Matias",Final,17,300,428,504,548,,,,,,
,,,,,,janturk,stevanbogosavljevic,stevenpineda,cicada,brunoskvorc,5773,Context-Dependent Multi-Asset Tokens,"Bruno Skvorc, Cicada, Steven Pineda, Stevan Bogosavljevic, Jan Turk",Review,292,424,500,546,60,,,,,,
,,,,,,janturk,stevanbogosavljevic,stevenpineda,cicada,brunoskvorc,6059,Parent-Governed Nestable Non-Fungible Tokens,"Bruno Skvorc, Cicada, Steven Pineda, Stevan Bogosavljevic, Jan Turk",Draft,292,424,500,546,60,,,,,,
,,,,,,katrinadonaghy,carolinemarshall,annacrowley,kaiyeung,lucascullen,1753,Smart Contract Interface for Licences,"Lucas Cullen, Kai Yeung, Anna Crowley, Caroline Marshall, Katrina Donaghy",Stagnant,104,338,448,516,553,,,,,,
,,,,,,samwilson,willvillanueva,mattgarnett,ansgardietrichs,vitalikbuterin,2938,Account Abstraction,"Vitalik Buterin, Ansgar Dietrichs, Matt Garnett, Will Villanueva, Sam Wilson",Stagnant,1,200,145,521,165,,,,,,
,,,,,,senordoggo,albertocuestacanada,jetjadeja,t11s,joeysantoro,4626,Tokenized Vaults,"Joey Santoro, t11s, Jet Jadeja, Alberto Cuesta Cañada, Señor Doggo",Final,209,381,470,170,559,,,,,,
,,,,,,stephanegosselin,alejosalles,leoarias,santiagopalladino,0age,1616,Attribute Registry Standard,"0age, Santiago Palladino, Leo Arias, Alejo Salles, Stephane Gosselin",Stagnant,98,116,446,514,552,,,,,,
,,,,,,waynechang,samgbafa,charleslehner,jacobward,oliverterbu,5573,"Sign-In with Ethereum Capabilities, ReCaps","Oliver Terbu, Jacob Ward, Charles Lehner, Sam Gbafa, Wayne Chang",Draft,275,411,492,540,198,,,,,,
,,,,,,xuanzheliu,yunma,ruthiahe,chuqiaoren,kaidongwu,1504,Upgradable Smart Contract,"Kaidong Wu, Chuqiao Ren, Ruthia He, Yun Ma, Xuanzhe Liu",Stagnant,91,334,444,512,550,,,,,,
,,,,,abdelhamidbakhta,iannorden,matthewslipper,rickdudley,ericconner,vitalikbuterin,1559,Fee market change for ETH 1.0 chain,"Vitalik Buterin, Eric Conner, Rick Dudley, Matthew Slipper, Ian Norden, Abdelhamid Bakhta",Final,1,130,445,513,551,163,,,,,
,,,,,alvisdu,zhongxinwu,ryanchow,ethany.tsai,mikemeng,willwang,3525,Semi-Fungible Token,"Will Wang, Mike Meng, Ethan Y. Tsai, Ryan Chow, Zhongxin Wu, AlvisDu",Final,185,369,464,527,556,571,,,,,
,,,,,bertrandmasius,jorgeizquierdo,amirbandeali,philippecastonguay,mattcondon,franciscogiordano,1271,Standard Signature Validation Method for Contracts,"Francisco Giordano, Matt Condon, Philippe Castonguay, Amir Bandeali, Jorge Izquierdo, Bertrand Masius",Final,76,323,177,509,42,568,,,,,
,,,,,bryanteisenbach,benhauser,christianreitwiessner,nickgheorghita,pipermerriam,g.nicholasdandrea,2678,Revised Ethereum Smart Contract Packaging Standard (EthPM v3),"g. nicholas dandrea, Piper Merriam, Nick Gheorghita, Christian Reitwiessner, Ben Hauser, Bryant Eisenbach",Final,59,17,154,4,554,327,,,,,
,,,,,charlescooper,pawelbylica,caseydetrio,jaredwasinger,pauldworzanski,alexberegszaszi,5656,Memory copying instruction,"Alex Beregszaszi, Paul Dworzanski, Jared Wasinger, Casey Detrio, Pawel Bylica, Charles Cooper",Draft,11,418,497,34,83,110,,,,,
,,,,,jiangshanyu,sherryxu,shipingchen,shangefu,qinwang,saberyu,5521,Referable NFT,"Saber Yu, Qin Wang, Shange Fu, Shiping Chen, Sherry Xu, Jiangshan Yu",Draft,266,407,489,539,564,453,,,,,
,,,,,martinswende,christianreitwiessner,alexeyakhunov,andreimaiboroda,pawelbylica,alexberegszaszi,3541,Reject new contract code starting with the 0xEF byte,"Alex Beregszaszi, Pawel Bylica, Andrei Maiboroda, Alexey Akhunov, Christian Reitwiessner, Martin Swende",Final,11,83,214,62,4,358,,,,,
,,,,,ronansandford,ericbinet,jamestherien,philippecastonguay,andrewcooke,witekradomski,1155,Multi Token Standard,"Witek Radomski, Andrew Cooke, Philippe Castonguay, James Therien, Eric Binet, Ronan Sandford",Final,64,315,177,449,517,9,,,,,
,,,,,samfurter,michaelzargham,eyaleithcowich,idogershtein,isaacpatka,joshuatan,4824,Common Interfaces for DAOs,"Joshua Tan, Isaac Patka, Ido Gershtein, Eyal Eithcowich, Michael Zargham, Sam Furter",Draft,218,270,472,532,560,574,,,,,
,,,,,touficbatrice,samuelgwlanoldedoumou,dhruvmalik,cedricngakam,varundeshpande,yuliu,3475,Abstract Storage Bonds,"Yu Liu, Varun Deshpande, Cedric Ngakam, Dhruv Malik, Samuel Gwlanold Edoumou, Toufic Batrice",Final,183,368,463,526,555,570,,,,,
,,,,,williamentriken,konradfeldmeier,jordibaylina,fabianvogelsteller,nickjohnson,christianreitwiebner,165,Standard Interface Detection,"Christian ReitwieBner, Nick Johnson, Fabian Vogelsteller, Jordi Baylina, Konrad Feldmeier, William Entriken",Final,15,10,7,36,480,30,,,,,
,,,,ansgardietrichs,mofitaiwo,mattgarnett,georgekadianakis,diederikloerakker,dankradfeist,vitalikbuterin,4844,Shard Blob Transactions,"Vitalik Buterin, Dankrad Feist, Diederik Loerakker, George Kadianakis, Matt Garnett, Mofi Taiwo, Ansgar Dietrichs",Draft,1,188,473,202,145,575,200,,,,
,,,,franzchen,chadfleming,payomdousti,davidlaprade,mattsolomon,tonysheng,cozyfinance,5744,Latent Fungible Token,"Cozy Finance, Tony Sheng, Matt Solomon, David Laprade, Payom Dousti, Chad Fleming, Franz Chen",Draft,289,422,499,545,567,576,580,,,,
,,,,lixinliu,xardass,andreasgassmann,danmiller,ligi,soralee,aaronchen,4527,QR Code transmission protocol for wallets,"Aaron Chen, Sora Lee, ligi, Dan Miller, AndreasGassmann, xardass, Lixin Liu",Review,208,380,35,531,558,573,579,,,,
,,,,tjadenhess,shahafnacson,drortirosh,namrapatel,kristofgazso,yoavweiss,vitalikbuterin,4337,Account Abstraction using alt mempool,"Vitalik Buterin, Yoav Weiss, Kristof Gazso, Namra Patel, Dror Tirosh, Shahaf Nacson, Tjaden Hess",Draft,1,97,466,529,336,572,12,,,,
,nathancreswell,johngriffin,ankitraj,piotrkosinski,stefansimec,lukakacil,kevinseagraves,scottburke,andrewredden,kevinowocki,1337,Subscriptions on the blockchain,"Kevin Owocki, Andrew Redden, Scott Burke, Kevin Seagraves, Luka Kacil, Stefan Simec, Piotr Kosinski, ankit raj, John Griffin, Nathan Creswell",Stagnant,81,326,441,510,549,569,577,581,583,585,
pandapip1,fabianvogelsteller,nicolasventuro,patrickmccorry,sachintomar,hadriencroubois,alexforshtat,yoavweiss,drortirosh,lirazsiri,ronansandford,2771,Secure Protocol for Native Meta Transactions,"Ronan Sandford, Liraz Siri, Dror Tirosh, Yoav Weiss, Alex Forshtat, Hadrien Croubois, Sachin Tomar, Patrick McCorry, Nicolas Venturo, Fabian Vogelsteller, Pandapip1",Review,9,355,336,97,102,138,578,582,584,7,219
,,,,,,,,,Hudson Jameson,Martin Becze,1,EIP Purpose and Guidelines,"Martin Becze , Hudson Jameson , et al.",Living,664,5,,,,,,,,,
,,,,,,,,,Gavin John,Pooja Ranjan,5069,EIP Editor Handbook,"Pooja Ranjan , Gavin John ",Living ,601,661,,,,,,,,,
,,,,,,,,,Renan Rodrigues de Souza,Vitalik Buterin,684,Revert creation in case of collision,"Vitalik Buterin , Renan Rodrigues de Souza ",Final,1,598,,,,,,,,,
,,,,,,Wizard Wang,Abu,Martin McConnell,Silvere Heraudeau,5660-eth,6105,No Intermediary NFT Trading Protocol,"5660-eth , Silvere Heraudeau , Martin McConnell , Abu , Wizard Wang",Final,665,595,611,666,667,,,,,,
,,,,,,,,,Wizard Wang,5660-eth,6147,"Guard of NFT/SBT, an Extension of ERC-721","5660-eth , Wizard Wang",Final,665,667,,,,,,,,,
,,,,,,,qizhou,Kartin,msfew,Keegan Lee,6150,Hierarchical NFTs,"Keegan Lee , msfew , Kartin , qizhou ",Final,618,668,669,217,,,,,,,
,,,,,,Jan Turk,Stevan Bogosavljevic,Steven Pineda,Cicada,Bruno kvorc,6220,Composable NFTs utilizing Equippable Parts,"Bruno kvorc , Cicada , Steven Pineda , Stevan Bogosavljevic , Jan Turk ",Final,292,424,500,546,60,,,,,,
,,,,,,Jan Turk,Stevan Bogosavljevic,Steven Pineda,Francesco Sullo,Bruno kvorc,6454,Minimal Transferable NFT detection interface,"Bruno kvorc , Francesco Sullo , Steven Pineda , Stevan Bogosavljevic , Jan Turk ",Final,292,631,500,546,60,,,,,,
,,,,Jason Cheng,Boxi Li,Boyu Chu,Yonathan Randyanto,Kai Yu,Archie Chang,RE:DREAMER Lab,6672,Multi-redeemable NFTs,"RE:DREAMER Lab , Archie Chang  , Kai Yu  , Yonathan Randyanto  , Boyu Chu  , Boxi Li  , Jason Cheng  ",Final,670,654,620,590,645,646,624,,,,
,,,,,,,Jan Turk,Stevan Bogosavljevic,Steven Pineda,Bruno kvorc,6381,Public Non-Fungible Token Emote Repository,"Bruno kvorc , Steven Pineda , Stevan Bogosavljevic , Jan Turk ",Last Call,292,500,546,60,,,,,,,
,,,,,,,,,Francisco Giordano,Hadrien Croubois,5805,Voting with delegation,"Hadrien Croubois , Francisco Giordano ",Review,138,76,,,,,,,,,
,,,,,,,,,,Zainan Victor Zhou,5982,Role-based Access Control,Zainan Victor Zhou ,Review,71,,,,,,,,,,
,,,,,,,,Daniel Fallon-Cyr,Ben Fusek,Alex,6065,Real Estate Token,"Alex , Ben Fusek , Daniel Fallon-Cyr ",Review,385,649,671,,,,,,,,
,,,,,,,,,,Jack Boyuan Xu,6066,Signature Validation Method for NFTs,Jack Boyuan Xu ,Review,626,,,,,,,,,,
,,,,,,,Khanh Pham,BerlinP,Ngo Quang Anh,Zergity,6120,Universal Token Router,"Zergity , Ngo Quang Anh , BerlinP , Khanh Pham ",Review,587,608,586,615,,,,,,,
,,,,,,,,,,Marius van der Wijden,6122,Forkid checks based on timestamps,Marius van der Wijden ,Review,226,,,,,,,,,,
,,,,,,,,,,Gavin John,6188,Nonce Cap,Gavin John ,Review,661,,,,,,,,,,
,,,,,,,,,,Gavin John,6189,Alias Contracts,Gavin John ,Review,661,,,,,,,,,,
,,,,,,,,,,Gavin John,6190,Verkle-compatible SELFDESTRUCT,Gavin John ,Review,661,,,,,,,,,,
,,,,,,,,,,Jessica Chang,6239,Semantic Soulbound Tokens,Jessica Chang ,Review,672,,,,,,,,,,
,,,,,,,,,,Gavin John,6357,Single-contract Multi-delegatecall,Gavin John ,Review,661,,,,,,,,,,
,,,,,,,Kay Lin,George Huang,Jason Cheng,Shawn Zheng,6358,Cross-Chain Token States Synchronization,"Shawn Zheng , Jason Cheng , George Huang , Kay Lin ",Review,596,624,629,619,,,,,,,
,,,,,,,,,Francisco Giordano,Hadrien Croubois,6372,Contract clock,"Hadrien Croubois , Francisco Giordano ",Review,138,76,,,,,,,,,
,,,,,,,,,Zahary Karadjov,Etan Kissling,6475,SSZ Optional,"Etan Kissling , Zahary Karadjov ",Review,634,588,,,,,,,,,
,,,,,,,,,Agustin Aguilar,Ivo Georgiev,6492,Signature Validation for Predeploy Contracts,"Ivo Georgiev , Agustin Aguilar ",Review,627,673,,,,,,,,,
,,,,,,,,Vitalik Buterin,Matt Garnett,Etan Kissling,6493,SSZ Transaction Signature Scheme,"Etan Kissling , Matt Garnett , Vitalik Buterin ",Review,634,145,1,,,,,,,,
,,,,,,,,Narcis Cotaie,Nick Zeman,Mihai Onila,6808,Fungible Key Bound Token,"Mihai Onila , Nick Zeman , Narcis Cotaie ",Review,610,607,609,,,,,,,,
,,,,,,,,Narcis Cotaie,Nick Zeman,Mihai Onila,6809,Non-Fungible Key Bound Token,"Mihai Onila , Nick Zeman , Narcis Cotaie ",Review,610,607,609,,,,,,,,
,,,,,,,,,,Tim Beiko,6953,Network Upgrade Activation Triggers,Tim Beiko ,Review,196,,,,,,,,,,
,,,,,,,,,,Eduard López i Fina,6997,ERC-721 with transaction validation step.,Eduard López i Fina ,Review,674,,,,,,,,,,
,,,,,,,,,,Dexaran,223,223 Token with communication model,Dexaran  ,Draft,638,,,,,,,,,,
,,,,,,,,,Baptiste Vauthey,William Morriss,3455,SUDO Opcode,"William Morriss , Baptiste Vauthey ",Draft,153,652,,,,,,,,,
,,,,,,,,,,Leeren,5700,Bindable Token Interface,Leeren ,Draft,613,,,,,,,,,,
,,,,,,,,,Junyi Zhong,Yu Liu,5851,On-Chain Verifiable Credentials,"Yu Liu , Junyi Zhong ",Draft,183,621,,,,,,,,,
,,,,,,,,,Kevin Riedl,Erhard Dinhobl,5883,Token Transfer by Social Recovery,"Erhard Dinhobl , Kevin Riedl ",Draft,635,616,,,,,,,,,
,,,,,,,,,,Simon Brown,5902,Smart Contract Event Hooks,Simon Brown ,Draft,594,,,,,,,,,,
,,,,,,,,,,Zainan Victor Zhou,6047,ERC-721 Balance indexing via Transfer event,Zainan Victor Zhou ,Draft,71,,,,,,,,,,
,,,,,,,,,Weiji Guo,Base Labs,6051,Private Key Encapsulation,"Base Labs , Weiji Guo ",Draft,651,660,,,,,,,,,
,,,,,,,,Alexandros Korpis,Peter Kohl-Landgraf,Christian Fries,6123,Smart Derivative Contract,"Christian Fries , Peter Kohl-Landgraf , Alexandros Korpis ",Draft,643,675,656,,,,,,,,
,,,,,,,,,,Sujith Somraaj,6170,Cross-Chain Messaging Interface,Sujith Somraaj ,Draft,593,,,,,,,,,,
,,,,,,,Matt Garnett,Pawe? Bylica,Alex Beregszaszi,Andrei Maiboroda,6206,EOF - JUMPF instruction,"Andrei Maiboroda , Alex Beregszaszi , Pawe? Bylica , Matt Garnett ",Draft,214,11,83,145,,,,,,,
,,,,,,,,,,Artem Chystiakov,6224,Contracts Dependencies Registry,Artem Chystiakov ,Draft,653,,,,,,,,,,
,,,,,,,,,,Yuki Aoki,6268,Untransferability Indicator for EIP-1155,Yuki Aoki ,Draft,589,,,,,,,,,,
,,,,,,,,,,Gavin John,6315,ERC-2771 Account Abstraction,Gavin John ,Draft,661,,,,,,,,,,
,,,,,,,,,,George,6327,Elastic Signature,George ,Draft,630,,,,,,,,,,
,,,,,,,KEMP Elia,EL MERSHATI Laith,BOCA Jeabby,Aubay,6353,Charity token,"Aubay , BOCA Jeabby , EL MERSHATI Laith , KEMP Elia ",Draft,676,648,636,617,,,,,,,
,,,,,,,,,Victor Dusart,Chiro,6366,Permission Token,"Chiro , Victor Dusart ",Draft,644,591,,,,,,,,,
,,,,,,,,,RoiV,Tal Be'ery,6384,Human-readable offline signatures,"Tal Be'ery , RoiV ",Draft,677,597,,,,,,,,,
,,,,,,,,,Vitalik Buterin,Etan Kissling,6404,SSZ Transactions Root,"Etan Kissling , Vitalik Buterin ",Draft,634,1,,,,,,,,,
,,,,,,,Arran Schlosberg,David Huber,Simon Fremaux,Cristian Espinoza,6464,"Multi-operator, per-token ERC-721 approvals.","Cristian Espinoza , Simon Fremaux , David Huber , and Arran Schlosberg ",Draft,642,203,640,655,,,,,,,
,,,,,,,,,Mikhail Kalinin,Etan Kissling,6465,SSZ Withdrawals Root,"Etan Kissling , Mikhail Kalinin ",Draft,634,190,,,,,,,,,
,,,,,,,,,Vitalik Buterin,Etan Kissling,6466,SSZ Receipts Root,"Etan Kissling , Vitalik Buterin ",Draft,634,1,,,,,,,,,
,,,,,,,,,,Josh Weintraub,6506,P2P Escrowed Governance Incentives,Josh Weintraub ,Draft,622,,,,,,,,,,
,,,,,,,Vitalik Buterin,Ben DiFrancesco,Toni Wahrstätter,Matt Solomon,6538,Stealth Meta-Address Registry,"Matt Solomon , Toni Wahrstätter , Ben DiFrancesco , Vitalik Buterin ",Draft,499,273,650,1,,,,,,,
,,,Paul Sullivan,Wilkins Chung,Alanah Lam,Raymond Huynh,Druzy Downs,Steve Jang,Benny Giang,Jayden Windle,6551,Non-fungible Token Bound Accounts,"Jayden Windle , Benny Giang , Steve Jang, Druzy Downs , Raymond Huynh , Alanah Lam , Wilkins Chung  , Paul Sullivan  ",Draft,623,678,679,637,599,680,243,604,,,
,,,,,,,,,Victor Dusart,Chiro,6617,Bit Based Permission,"Chiro , Victor Dusart ",Draft,644,591,,,,,,,,,
,,,,,,,,Peter Chen,Zihao Chen,Shu Dong,6662,AA Account Metadata For Authentication,"Shu Dong , Zihao Chen , Peter Chen ",Draft,229,659,603,,,,,,,,
,,,,,,,,Dankrad Feist,Vitalik Buterin,Guillaume Ballet,6780,SELFDESTRUCT only in same transaction,"Guillaume Ballet , Vitalik Buterin , Dankrad Feist ",Draft,142,1,188,,,,,,,,
,,,,,,,,,Bogdan Popa,Otniel Nicola,6785,ERC-721 Utilities Information Extension,"Otniel Nicola , Bogdan Popa ",Draft,606,647,,,,,,,,,
,,,,,,,,,Bogdan Popa,Otniel Nicola,6786,Registry for royalties payment for NFTs,"Otniel Nicola , Bogdan Popa ",Draft,606,647,,,,,,,,,
,,,,,,,,Jun,Roy,Jessica,6787,Order Book DEX with Two Phase Withdrawal,"Jessica , Roy , Jun ",Draft,672,269,681,,,,,,,,
,,,,,,,,,,Pascal Caversaccio,6789,Rename gas to mana,Pascal Caversaccio ,Draft,605,,,,,,,,,,
,,,,,,,,Luigi,Combo,Saitama,6806,ERC-721 Holding Time Tracking,"Saitama , Combo , Luigi ",Draft,682,683,684,,,,,,,,
,,,,,,,,,,William Morriss,6810,Ex Post Facto Cascading Revert,William Morriss ,Draft,153,,,,,,,,,,
,,,,,,,,,,Pandapip1,6811,To The Moon10 Minute Blocks,Pandapip1 ,Draft,219,,,,,,,,,,
,,,,,,,,,Qiang Zhu,Qi Zhou,6821,Support ENS Name for Web3 URL,"Qi Zhou , Qiang Zhu ",Draft,685,600,,,,,,,,,
,,,,,,,,,,qdqd,6823,Token Mapping Slot Retrieval Extension,qdqd  ,Draft,686,,,,,,,,,,
,,,,,,,,,,Abderrahmen Hanafi,6865,On-Chain EIP-712 Visualization,Abderrahmen Hanafi ,Draft,658,,,,,,,,,,
,,,,,,,,,,Renan Rodrigues de Souza,6888,Math checking in EVM,Renan Rodrigues de Souza ,Draft,598,,,,,,,,,,
,,,,,,,,,Fangting Liu,Adam Egyed,6900,Modular Smart Contract Accounts and Plugins,"Adam Egyed , Fangting Liu ",Draft,657,632,,,,,,,,,
,,,,,,,,,,Joshua Trujillo,6909,Minimal Multi-Token Interface,Joshua Trujillo ,Draft,687,,,,,,,,,,
,,,,,,,,,,William Morriss,6913,SETCODE instruction,William Morriss ,Draft,153,,,,,,,,,,
,,,,,,,,,Qi Zhou,Gavin John,6944,ERC-5219 Resolve Mode,"Gavin John , Qi Zhou ",Draft,661,685,,,,,,,,,
,,,,,,,,,Lukas Meyer,Thomas Bergmueller,6956,Asset-bound Non-Fungible Tokens,"Thomas Bergmueller , Lukas Meyer ",Draft,592,612,,,,,,,,,
,,,,,Ashish Sood,Mohammad Zakeri Rad,Khawla Hassan,Nawar Hisso,Mohamad Hammoud,Adam Boudjemaa,6960,Dual Layer Token,"Adam Boudjemaa , Mohamad Hammoud , Nawar Hisso , Khawla Hassan , Mohammad Zakeri Rad , Ashish Sood ",Draft,557,688,689,690,691,692,,,,,
,Yaroslav Sergievsky,Darryl Yeo,Pierre Bertet,Jake Moxey,Glitch,Kyle Den Hartog,Gregory Markou,Richard Moore,Kosala Hemachandra,Pedro Gomes,6963,Multi Injected Provider Discovery,"Pedro Gomes , Kosala Hemachandra , Richard Moore , Gregory Markou , Kyle Den Hartog , Glitch , Jake Moxey , Pierre Bertet , Darryl Yeo , Yaroslav Sergievsky ",Draft,120,290,22,108,542,628,625,602,641,693,
,,,,,,,,Lightclient,Kevin Owocki,Zak Cole,6968,Contract Secured Revenue on an EVM based L2,"Zak Cole , Zak Cole , Kevin Owocki , Lightclient ",Draft,694,81,193,,,,,,,,
,,,,,,,,Kartik Patel,Wilkins Chung,Paul Sullivan,6981,Reserved Ownership Accounts,"Paul Sullivan  , Wilkins Chung  , Kartik Patel  ",Draft,604,243,695,,,,,,,,
,,,,,,,,,Alexe Spataru,Francesco Sullo,6982,Efficient Default Lockable Tokens,"Francesco Sullo , Alexe Spataru ",Draft,631,696,,,,,,,,,
,,,,,,,,,,Mikhail Kalinin,6988,Elected block proposer has not been slashed,Mikhail Kalinin ,Draft,190,,,,,,,,,,
,,,,,,,Kartin,Huaizhe Xu,Xiaohang Yu,Cathie So,7007,Zero-Knowledge AI-Generated Content Token,"Cathie So , Xiaohang Yu , Huaizhe Xu , Kartin ",Draft,697,698,699,669,,,,,,,
,,,,,,,,,,Carlos Flores,7015,NFT Creator Attribution,Carlos Flores ,Draft,700,,,,,,,,,,
,,,,,,,,,,Danny Ryan,7045,Increase max attestation inclusion slot,Danny Ryan ,Draft,50,,,,,,,,,,
,,,,,,,,,Tammy Yang,Bofu Chen,7053,Interoperable Digital Media Indexing,"Bofu Chen , Tammy Yang ",Draft,701,702,,,,,,,,,
,,,,,,,Andrei Maiboroda,Danno Ferrin,Pawe Bylica,Alex Beregszaszi,7069,Revamped CALL instructions,"Alex Beregszaszi , Pawe? Bylica , Danno Ferrin , Andrei Maiboroda ",Draft,11,83,107,214,,,,,,,
