EIP_Number,Author_1,Author_2,Author_3,Author_4,Author_5,Author_6,Author_7,Author_8,Author_9,Author_10,Author_11,betweenness_centrality
5189,Agustín Aguilar,Philippe Castonguay,,,,,,,,,,0.002727801871893807
5164,Brendan Asselstine,Pierrick Turelier,,,,,,,,,,0.0
3584,Gajinder Singh,Piper Merriam,,,,,,,,,,0.00490041734600267
1062,Phyrex Tsai,Portal Network Team,,,,,,,,,,0.0
1973,Lee Raj,Qin Jian,,,,,,,,,,0.0
4972,Shu Dong,Qi Zhou,,,,,,,,,,0.0007561614495144647
4973,Tim Daubenschutz,Raphael Roullet,,,,,,,,,,1.447198946439167e-05
1077,Alex Van de Sande,Ricardo Guilherme Schmidt,,,,,,,,,,0.021515128392471043
5003,Dan Finlay,Sam Wilson,,,,,,,,,,0.00969095708654168
2330,Dominic Letz,Santiago Palladino,,,,,,,,,,0.0015373312767269257
5727,Austin Zhu,Terry Chen,,,,,,,,,,0.0
2364,Peter Szilagyi,Tim Beiko,,,,,,,,,,0.0003375535948584661
5380,Pandapip1,Tim Daubenschütz,,,,,,,,,,0.003069408193086814
2935,Vitalik Buterin,Tomasz Stanczak,,,,,,,,,,0.028981662811550186
1485,trustfarm,trustfarm,,,,,,,,,,0.0
725,Fabian Vogelsteller,Tyler Yasaka,,,,,,,,,,0.01697236799209427
2780,Matt Garnett,Uri Klarman,,,,,,,,,,0.0015402246464229616
3267,Victor Porton,Victor Porton,,,,,,,,,,0.0
5252,Hyungsuk Kang,Viktor Pernjek,,,,,,,,,,0.0
3198,Abdelhamid Bakhta,Vitalik Buterin,,,,,,,,,,0.030786186832242313
649,Afri Schoedon,Vitalik Buterin,,,,,,,,,,0.030238288288790254
2982,Danny Ryan,Vitalik Buterin,,,,,,,,,,0.03383144594238659
20,Fabian Vogelsteller,Vitalik Buterin,,,,,,,,,,0.045954030803644456
3102,Guillaume Ballet,Vitalik Buterin,,,,,,,,,,0.028981662811550186
5169,James,Weiwu,,,,,,,,,,0.0
4494,Simon Fremaux,William Schwab,,,,,,,,,,0.0
3589,Zhenyu Sun,Xinqi Yang,,,,,,,,,,0.0
1706,Alex Forshtat,Yoav Weiss,,,,,,,,,,0.003325389426903005
1901,Shane Jonas,Zachary Belford,,,,,,,,,,0.0
1108,Antonio Salazar Cardozo,Zachary Williamson,,,,,,,,,,0.0
5920,Pandapip1,Zainan Victor Zhou,,,,,,,,,,0.008639945652652277
5095,Julian Traversa,Robert Robbins,Alberto Cuesta Cañada,,,,,,,,,2.894397892878334e-05
5450,Andrei Maiboroda,Paweł Bylica,Alex Beregszaszi,,,,,,,,,0.014754199725736132
2677,Martin Holst Swende,Paweł Bylica,Alex Beregszaszi,,,,,,,,,0.01975503087699766
1613,Yoav Weiss,Dror Tirosh,Alex Forshtat,,,,,,,,,0.00665077885380601
4444,George Kadianakis,lightclient,Alex Stokes,,,,,,,,,0.001144154651730738
162,Maurelian,Nick Johnson,Alex Van de Sande,,,,,,,,,0.0333352177864577
3540,Alex Beregszaszi,Pawel Bylica,Andrei Maiboroda,,,,,,,,,0.011538785926706862
3690,Alex Beregszaszi,Pawel Bylica,Andrei Maiboroda,,,,,,,,,0.011538785926706862
4944,Víctor Munoz,Josep Lluis de la Rosa,Andres El-Fakdi,,,,,,,,,3.6179973660979173e-06
5115,Vu Nguyen,Long Vuong,Anton Buenavista,,,,,,,,,0.0
3026,Youssef El Housni,Michael Connor,Aurore Guillevic,,,,,,,,,1.447198946439167e-05
3779,Greg Colvin,Greg Colvin,Brooklyn Zelenka,,,,,,,,,0.006483189082853233
1996,Julio Faura,Fernando Paris,Daniel Lehrner,,,,,,,,,0.0
2018,Julio Faura,Fernando Paris,Daniel Lehrner,,,,,,,,,0.0
2020,Julio Faura,Fernando Paris,Daniel Lehrner,,,,,,,,,0.0
2019,Fernando Paris,Julio Faura,Daniel Lehrner,,,,,,,,,0.0
2021,Fernando Paris,Julio Faura,Daniel Lehrner,,,,,,,,,0.0
4758,Guillaume Ballet,Vitalik Buterin,Dankrad Feist,,,,,,,,,0.034103912559851235
4760,Guillaume Ballet,Vitalik Buterin,Dankrad Feist,,,,,,,,,0.034103912559851235
4762,Guillaume Ballet,Vitalik Buterin,Dankrad Feist,,,,,,,,,0.034103912559851235
3076,Michael Sproul,Sacha Saint-Leger,Danny Ryan,,,,,,,,,0.004849783130836402
3009,Peter Jihoon Kim,Kevin Britz,David Knott,,,,,,,,,0.0
4931,John Peterson,Roberto Bayardo,David Núñez,,,,,,,,,0.0
1450,John Shiple,Howard Marks,David Zhang,,,,,,,,,0.0
5539,Philipp Bolte,Lauritz Leifermann,Dennis von der Bey,,,,,,,,,0.0
1922,Michael Connor,Chaitanya Konda,Duncan Westland,,,,,,,,,1.447198946439167e-05
1923,Michael Connor,Chaitanya Konda,Duncan Westland,,,,,,,,,1.447198946439167e-05
4950,Víctor Munoz,Josep Lluis de la Rosa,Easy Innova,,,,,,,,,3.6179973660979173e-06
5827,zlace,zhongfu,edison0xyz,,,,,,,,,0.0
4938,Marius van der Wijden,Felix Lange,Gary Rong,,,,,,,,,0.005427369175172786
902,Brooklyn Zelenka,Tom Carchrae,Gleb Naumenko,,,,,,,,,0.002442393734198631
1066,Brooklyn Zelenka,Tom Carchrae,Gleb Naumenko,,,,,,,,,0.002442393734198631
6093,Ernesto García,Francisco Giordano,Hadrien Croubois,,,,,,,,,0.005932823961705962
1967,Santiago Palladino,Francisco Giordano,Hadrien Croubois,,,,,,,,,0.007470155238432887
712,Remco Bloemen,Leonid Logvinov,Jacob Evans,,,,,,,,,0.0015050869042967335
2266,Runchao Han,Haoyu Lin,Jiangshan Yu,,,,,,,,,3.6179973660979174e-05
1167,Peter Murray,Nate Welch,Joe Messerman,,,,,,,,,0.0
5058,Tyler,Alex,John,,,,,,,,,2.894397892878334e-05
998,Matt Lockyer,Nick Mudge,Jordan Schalm,,,,,,,,,0.0022540123590790023
2494,Barry WhiteHat,Marta Bellés,Jordi Baylina,,,,,,,,,0.0029957018191290757
5094,Luc van Kampen,Jakob Helgesson,Joshua Hendrix,,,,,,,,,0.0
5560,Olivier Fernandez,Frédéric Le Coidic,Julien Béranger,,,,,,,,,0.0
5081,Zainan Victor Zhou,Nick Johnson,Konrad Feldmeier,,,,,,,,,0.027796158689126646
1767,Nick Johnson,Raúl Kripalani,Kris Shinn,,,,,,,,,0.021794908132318613
1890,Gregory Markou,Kevin Owocki,Lane Rettig,,,,,,,,,0.007984920186978104
3607,Dankrad Feist,Dmitry Khovratovich,Marius van der Wijden,,,,,,,,,0.008857219655878242
1571,Andrea Lanfranchi,Pawel Bylica,Marius Van Der Wijden,,,,,,,,,0.001882598629792872
4671,Omar Aflak,Pol-Malo Le Bris,Marvin Martin,,,,,,,,,0.0
5345,Stanley Wu,Mücahit Büyükyılmaz,Muhammed Emin Aydın,,,,,,,,,0.0
5606,Gaurang Torvekar,Khemraj Adhawade,Nikhil Asrani,,,,,,,,,0.0
4750,Andrei Maiboroda,Alex Beregszaszi,Paweł Bylica,,,,,,,,,0.014754199725736132
5000,Harikrishnan Mulackal,Alex Beregszaszi,Paweł Bylica,,,,,,,,,0.014309146292797337
3670,Alex Beregszaszi,Andrei Maiboroda,Paweł Bylica,,,,,,,,,0.014754199725736132
4200,Alex Beregszaszi,Andrei Maiboroda,Paweł Bylica,,,,,,,,,0.014754199725736132
3855,Alex Beregszaszi,Hugo De la cruz,Paweł Bylica,,,,,,,,,0.014309146292797337
1948,Johann Barbie,Ben Bollen,pinkiebell,,,,,,,,,0.0
867,Dan Phifer,James Levy,Reuben Youngblom,,,,,,,,,0.0
1081,Mark Beylin,Kevin Owocki,Ricardo Guilherme Schmidt,,,,,,,,,0.01795973892531006
4804,Qi Zhou,Chao Pi,Sam Wilson,,,,,,,,,0.005856362278126701
5006,Lance,Anders,Shrug,,,,,,,,,2.1707984196587503e-05
4907,Anders,Lance,Shrug,,,,,,,,,2.1707984196587503e-05
5007,Anders,Lance,Shrug,,,,,,,,,2.1707984196587503e-05
5008,Anders,Lance,Shrug,,,,,,,,,2.1707984196587503e-05
2917,Tony Carson,Mehmet Sabir Kiraz,Süleyman Kardaş,,,,,,,,,0.0
4345,Tim Beiko,James Hancock,Thomas Jay Rush,,,,,,,,,0.0016835119698839652
777,Jacques Dafflon,Jordi Baylina,Thomas Shababi,,,,,,,,,0.0029957018191290757
2464,Peter Szilagyi,Gary Rong,Tim Beiko,,,,,,,,,0.000980245183952975
5218,James Grimmelmann,Yan Ji,Tyler Kell,,,,,,,,,0.0
3675,Mikhail Kalinin,Danny Ryan,Vitalik Buterin,,,,,,,,,0.03383144594238659
2477,Kristijan Sedlak,William Entriken,Witek Radomski,,,,,,,,,0.00585074402902243
1202,Zainan Victor Zhou,Evan,Yin Xu,,,,,,,,,0.005570537459565463
5604,Allen Zhou,Alex Qin,Zainan Victor Zhou,,,,,,,,,0.005570537459565463
5133,Tomasz Kajetan Stanczak,Eric Marti Haynes,Josh Klopfenstein,Abhimanyu Nag,,,,,,,,0.0
3860,Martin Holst Swende,Paweł Bylica,Alex Beregszaszi,Andrei Maiboroda,,,,,,,,0.020200084309936455
3156,Alberto Cuesta Canada,Fiona Kobayashi,fubuloubu,Austin Williams,,,,,,,,0.0
3234,Alberto Cuesta Canada,Fiona Kobayashi,fubuloubu,Austin Williams,,,,,,,,0.0
2942,Nick Gheorghita,Piper Merriam,g. nicholas d'andrea,Benjamin Hauser,,,,,,,,0.00607791540229058
918,Jay Logelin,Infernal_toast,Michael Seiler,Brandon Grill,,,,,,,,0.0
615,Greg Colvin,Brooklyn Zelenka,Paweł Bylica,Christian Reitwiessner,,,,,,,,0.021657551797529328
5791,2pmflow,locationtba,Cameron Robertson,cygaar,,,,,,,,0.0
1123,g. nicholas dandrea,Piper Merriam,Nick Gheorghita,Danny Ryan,,,,,,,,0.011374361121463113
5988,Abdelhamid Bakhta,Eli Ben Sasson,Avihu Levy,David Levit Gurevich,,,,,,,,0.002367871334571287
5725,Apeguru,Marco De Vries,Mario,DeFiFoFum,,,,,,,,0.0
1761,Witek Radomski,Andrew Cooke,James Therien,Eric Binet,,,,,,,,0.0007572455736502973
695,Isaac Ardis,Wei Tang,Fan Torchz,Erik Marks,,,,,,,,0.009789356173348703
1057,Greg Colvin,Andrea Lanfranchi,Michael Carter,IfDefElse,,,,,,,,0.0021834843226066704
4519,Javier Arcenegui,Rosario Arjona,Roberto Roman,Iluminada Baturone,,,,,,,,0.0
152,Tjaden Hess,Matt Luongo,Piotr Dyraga,James Hancock,,,,,,,,0.004831238592624696
2981,Zach Burks,James Morgan,Blaine Malone,James Seibel,,,,,,,,0.0
2315,Greg Colvin,Martin Holst Swende,Brooklyn Zelenka,John Max Skaller,,,,,,,,0.009908675992726254
5593,Yan Zhu,Brian R. Bondy,Andrea Brancaleoni,Kyle Den Hartog,,,,,,,,0.0
3770,Lukas Schor,Richard Meissner,Pedro Gomes,ligi,,,,,,,,0.010824970590849983
2980,Gianluca Perletti,Alan Scarpellini,Roberto Gorini,Manuel Olivi,,,,,,,,0.0
1046,Tommy Nicholas,Matt Russo,John Zettler,Matt Condon,,,,,,,,0.002246776364346807
3074,Sam Wilson,Ansgar Dietrichs,Matt Garnett,Micah Zoltu,,,,,,,,0.013925570004178068
721,William Entriken,Dieter Shirley,Jacob Evans,Nastassia Sachs,,,,,,,,0.006598585359668866
1633,Billy Rennekamp,Dan Long,Kiryl Yermakou,Nate van der Ende,,,,,,,,0.0
4906,Anders,Lance,Shrug,Nathan,,,,,,,,2.1707984196587503e-05
1319,Piper Merriam,Christopher Gewecke,g. nicholas dandrea,Nick Gheorghita,,,,,,,,0.00652457799062671
4361,Wayne Chang,Gregory Rocco,Brantly Millegan,Nick Johnson,,,,,,,,0.024776137961983295
1484,Anurag Angara,Andy Chorlian,Shane Hampton,Noah Zinsmeister,,,,,,,,0.0
5173,Yale ReiSoleil,dRadiant,D Wang,PhD,,,,,,,,0.0
2569,Hua Zhang,Yuefei Tan,Derek Zhou,Ran Xing,,,,,,,,0.0
3643,Joachim Lebrun,Tony Malghem,Kevin Thizy,Luc Falempin,Adam Boudjemaa,,,,,,,0.0
5639,foobar,Wilkins Chung,ryley-o,Jake Rockland,andy8052,,,,,,,5.788795785756668e-05
4883,Andrew B Coathup,Alex,Damian Martinelli,blockdev,Austin Griffith,,,,,,,2.894397892878334e-05
2028,Alexey Akhunov,Eli Ben Sasson,Tom Brand,Louis Guthmann,Avihu Levy,,,,,,,0.003230594946828178
5131,Wilkins Chung,Jalil Wahdatehagh,Cry,Sillytuna,Cyberpnk,,,,,,,5.788795785756668e-05
2565,Kelly Olson,Sean Gulley,Simon Peffers,Justin Drake,Dankrad Feist,,,,,,,0.005878411197815511
5501,Jan Smrza,David Rábel,Tomas Janca,Jan Bures,DOBBYLABS,,,,,,,0.0
1193,Fabian Vogelsteller,Ryan Ghods,Victor Maia,Marc Garreau,Erik Marks,,,,,,,0.026761724165442972
5585,Veega Labs,Sean NG,Tiger,Fred,Fov Cao,,,,,,,0.0
190,Piper Merriam,Tim Coulter,Denis Erfurt,RJ Catalano,Iuri Matias,,,,,,,0.00490041734600267
5773,Bruno Skvorc,Cicada,Steven Pineda,Stevan Bogosavljevic,Jan Turk,,,,,,,0.0
6059,Bruno Skvorc,Cicada,Steven Pineda,Stevan Bogosavljevic,Jan Turk,,,,,,,0.0
1753,Lucas Cullen,Kai Yeung,Anna Crowley,Caroline Marshall,Katrina Donaghy,,,,,,,0.0
2938,Vitalik Buterin,Ansgar Dietrichs,Matt Garnett,Will Villanueva,Sam Wilson,,,,,,,0.03640615148349388
4626,Joey Santoro,t11s,Jet Jadeja,Alberto Cuesta Cañada,Señor Doggo,,,,,,,2.894397892878334e-05
1616,0age,Santiago Palladino,Leo Arias,Alejo Salles,Stephane Gosselin,,,,,,,0.0036959200797498032
5573,Oliver Terbu,Jacob Ward,Charles Lehner,Sam Gbafa,Wayne Chang,,,,,,,0.002981229829664684
1504,Kaidong Wu,Chuqiao Ren,Ruthia He,Yun Ma,Xuanzhe Liu,,,,,,,0.0
1559,Vitalik Buterin,Eric Conner,Rick Dudley,Matthew Slipper,Ian Norden,Abdelhamid Bakhta,,,,,,0.030786186832242313
3525,Will Wang,Mike Meng,Ethan Y. Tsai,Ryan Chow,Zhongxin Wu,AlvisDu,,,,,,0.0
1271,Francisco Giordano,Matt Condon,Philippe Castonguay,Amir Bandeali,Jorge Izquierdo,Bertrand Masius,,,,,,0.009946170566530486
2678,g. nicholas dandrea,Piper Merriam,Nick Gheorghita,Christian Reitwiessner,Ben Hauser,Bryant Eisenbach,,,,,,0.02129413697200799
5656,Alex Beregszaszi,Paul Dworzanski,Jared Wasinger,Casey Detrio,Pawel Bylica,Charles Cooper,,,,,,0.011849893943282532
5521,Saber Yu,Qin Wang,Shange Fu,Shiping Chen,Sherry Xu,Jiangshan Yu,,,,,,3.6179973660979174e-05
3541,Alex Beregszaszi,Pawel Bylica,Andrei Maiboroda,Alexey Akhunov,Christian Reitwiessner,Martin Swende,,,,,,0.02789941933426477
1155,Witek Radomski,Andrew Cooke,Philippe Castonguay,James Therien,Eric Binet,Ronan Sandford,,,,,,0.008149057195488519
4824,Joshua Tan,Isaac Patka,Ido Gershtein,Eyal Eithcowich,Michael Zargham,Sam Furter,,,,,,1.8089986830489587e-05
3475,Yu Liu,Varun Deshpande,Cedric Ngakam,Dhruv Malik,Samuel Gwlanold Edoumou,Toufic Batrice,,,,,,0.0
165,Christian ReitwieBner,Nick Johnson,Fabian Vogelsteller,Jordi Baylina,Konrad Feldmeier,William Entriken,,,,,,0.047287189496156665
4844,Vitalik Buterin,Dankrad Feist,Diederik Loerakker,George Kadianakis,Matt Garnett,Mofi Taiwo,Ansgar Dietrichs,,,,,0.037475229054192594
5744,Cozy Finance,Tony Sheng,Matt Solomon,David Laprade,Payom Dousti,Chad Fleming,Franz Chen,,,,,0.0
4527,Aaron Chen,Sora Lee,ligi,Dan Miller,AndreasGassmann,xardass,Lixin Liu,,,,,0.004428428776103851
4337,Vitalik Buterin,Yoav Weiss,Kristof Gazso,Namra Patel,Dror Tirosh,Shahaf Nacson,Tjaden Hess,,,,,0.039097822897441854
1337,Kevin Owocki,Andrew Redden,Scott Burke,Kevin Seagraves,Luka Kacil,Stefan Simec,Piotr Kosinski,ankit raj,John Griffin,Nathan Creswell,,0.007984920186978104
2771,Ronan Sandford,Liraz Siri,Dror Tirosh,Yoav Weiss,Alex Forshtat,Hadrien Croubois,Sachin Tomar,Patrick McCorry,Nicolas Venturo,Fabian Vogelsteller,Pandapip1,0.03542990624660716
1,Martin Becze ,Hudson Jameson ,et al.,,,,,,,,,0.0
5069,Pooja Ranjan ,Gavin John ,,,,,,,,,,7.235994732195835e-06
684,Vitalik Buterin ,Renan Rodrigues de Souza ,,,,,,,,,,0.00021346184459977713
6105,5660-eth,Silvere Heraudeau ,Martin McConnell ,Abu ,Wizard Wang,,,,,,,0.0
6147,5660-eth,Wizard Wang,,,,,,,,,,0.0
6150,Keegan Lee ,msfew ,Kartin ,qizhou ,,,,,,,,3.256197629488126e-05
6220,Bruno kvorc ,Cicada ,Steven Pineda ,Stevan Bogosavljevic ,Jan Turk ,,,,,,,7.235994732195835e-06
6454,Bruno kvorc ,Francesco Sullo ,Steven Pineda ,Stevan Bogosavljevic ,Jan Turk ,,,,,,,2.532598156268542e-05
6672,RE:DREAMER Lab ,Archie Chang  ,Kai Yu  ,Yonathan Randyanto  ,Boyu Chu  ,Boxi Li  ,Jason Cheng  ,,,,,0.0
6381,Bruno kvorc ,Steven Pineda ,Stevan Bogosavljevic ,Jan Turk ,,,,,,,,7.235994732195835e-06
5805,Hadrien Croubois ,Francisco Giordano ,,,,,,,,,,0.0
5982,Zainan Victor Zhou ,,,,,,,,,,,0.0
6065,Alex ,Ben Fusek ,Daniel Fallon-Cyr ,,,,,,,,,0.0
6066,Jack Boyuan Xu ,,,,,,,,,,,0.0
6120,Zergity ,Ngo Quang Anh ,BerlinP ,Khanh Pham ,,,,,,,,0.0
6122,Marius van der Wijden ,,,,,,,,,,,0.0
6188,Gavin John ,,,,,,,,,,,7.235994732195835e-06
6189,Gavin John ,,,,,,,,,,,7.235994732195835e-06
6190,Gavin John ,,,,,,,,,,,7.235994732195835e-06
6239,Jessica Chang ,,,,,,,,,,,0.0
6357,Gavin John ,,,,,,,,,,,7.235994732195835e-06
6358,Shawn Zheng ,Jason Cheng ,George Huang ,Kay Lin ,,,,,,,,0.0
6372,Hadrien Croubois ,Francisco Giordano ,,,,,,,,,,0.0
6475,Etan Kissling ,Zahary Karadjov ,,,,,,,,,,9.044993415244793e-05
6492,Ivo Georgiev ,Agustin Aguilar ,,,,,,,,,,0.0
6493,Etan Kissling ,Matt Garnett ,Vitalik Buterin ,,,,,,,,,0.00044863167339614175
6808,Mihai Onila ,Nick Zeman ,Narcis Cotaie ,,,,,,,,,0.0
6809,Mihai Onila ,Nick Zeman ,Narcis Cotaie ,,,,,,,,,0.0
6953,Tim Beiko ,,,,,,,,,,,0.0
6997,Eduard López i Fina ,,,,,,,,,,,0.0
223,Dexaran  ,,,,,,,,,,,0.0
3455,William Morriss ,Baptiste Vauthey ,,,,,,,,,,0.0
5700,Leeren ,,,,,,,,,,,0.0
5851,Yu Liu ,Junyi Zhong ,,,,,,,,,,0.0
5883,Erhard Dinhobl ,Kevin Riedl ,,,,,,,,,,0.0
5902,Simon Brown ,,,,,,,,,,,0.0
6047,Zainan Victor Zhou ,,,,,,,,,,,0.0
6051,Base Labs ,Weiji Guo ,,,,,,,,,,0.0
6123,Christian Fries ,Peter Kohl-Landgraf ,Alexandros Korpis ,,,,,,,,,0.0
6170,Sujith Somraaj ,,,,,,,,,,,0.0
6206,Andrei Maiboroda ,Alex Beregszaszi ,Pawe? Bylica ,Matt Garnett ,,,,,,,,0.0001845178656709938
6224,Artem Chystiakov ,,,,,,,,,,,0.0
6268,Yuki Aoki ,,,,,,,,,,,0.0
6315,Gavin John ,,,,,,,,,,,7.235994732195835e-06
6327,George ,,,,,,,,,,,0.0
6353,Aubay ,BOCA Jeabby ,EL MERSHATI Laith ,KEMP Elia ,,,,,,,,0.0
6366,Chiro ,Victor Dusart ,,,,,,,,,,0.0
6384,Tal Be'ery ,RoiV ,,,,,,,,,,0.0
6404,Etan Kissling ,Vitalik Buterin ,,,,,,,,,,0.00030391177875222506
6464,Cristian Espinoza ,Simon Fremaux ,David Huber ,and Arran Schlosberg ,,,,,,,,0.0
6465,Etan Kissling ,Mikhail Kalinin ,,,,,,,,,,9.044993415244793e-05
6466,Etan Kissling ,Vitalik Buterin ,,,,,,,,,,0.00030391177875222506
6506,Josh Weintraub ,,,,,,,,,,,0.0
6538,Matt Solomon ,Toni Wahrstätter ,Ben DiFrancesco ,Vitalik Buterin ,,,,,,,,0.00021346184459977713
6551,Jayden Windle ,Benny Giang ,Steve Jang,Druzy Downs ,Raymond Huynh ,Alanah Lam ,Wilkins Chung  ,Paul Sullivan  ,,,,2.1707984196587503e-05
6617,Chiro ,Victor Dusart ,,,,,,,,,,0.0
6662,Shu Dong ,Zihao Chen ,Peter Chen ,,,,,,,,,0.0
6780,Guillaume Ballet ,Vitalik Buterin ,Dankrad Feist ,,,,,,,,,0.00021346184459977713
6785,Otniel Nicola ,Bogdan Popa ,,,,,,,,,,0.0
6786,Otniel Nicola ,Bogdan Popa ,,,,,,,,,,0.0
6787,Jessica ,Roy ,Jun ,,,,,,,,,0.0
6789,Pascal Caversaccio ,,,,,,,,,,,0.0
6806,Saitama ,Combo ,Luigi ,,,,,,,,,0.0
6810,William Morriss ,,,,,,,,,,,0.0
6811,Pandapip1,,,,,,,,,,,0.003069408193086814
6821,Qi Zhou ,Qiang Zhu ,,,,,,,,,,7.235994732195835e-06
6823,qdqd  ,,,,,,,,,,,0.0
6865,Abderrahmen Hanafi ,,,,,,,,,,,0.0
6888,Renan Rodrigues de Souza ,,,,,,,,,,,0.0
6900,Adam Egyed ,Fangting Liu ,,,,,,,,,,0.0
6909,Joshua Trujillo ,,,,,,,,,,,0.0
6913,William Morriss ,,,,,,,,,,,0.0
6944,Gavin John ,Qi Zhou ,,,,,,,,,,1.447198946439167e-05
6956,Thomas Bergmueller ,Lukas Meyer ,,,,,,,,,,0.0
6960,Adam Boudjemaa ,Mohamad Hammoud ,Nawar Hisso ,Khawla Hassan ,Mohammad Zakeri Rad ,Ashish Sood ,,,,,,0.0
6963,Pedro Gomes ,Kosala Hemachandra ,Richard Moore ,Gregory Markou ,Kyle Den Hartog ,Glitch ,Jake Moxey ,Pierre Bertet ,Darryl Yeo ,Yaroslav Sergievsky ,,0.0
6968,Zak Cole ,Zak Cole ,Kevin Owocki ,Lightclient ,,,,,,,,0.0
6981,Paul Sullivan  ,Wilkins Chung  ,Kartik Patel  ,,,,,,,,,2.1707984196587503e-05
6982,Francesco Sullo ,Alexe Spataru ,,,,,,,,,,1.8089986830489587e-05
6988,Mikhail Kalinin ,,,,,,,,,,,0.0
7007,Cathie So ,Xiaohang Yu ,Huaizhe Xu ,Kartin ,,,,,,,,3.256197629488126e-05
7015,Carlos Flores ,,,,,,,,,,,0.0
7045,Danny Ryan ,,,,,,,,,,,0.0
7053,Bofu Chen ,Tammy Yang ,,,,,,,,,,0.0
7069,Alex Beregszaszi ,Pawe? Bylica ,Danno Ferrin ,Andrei Maiboroda ,,,,,,,,3.979797102707709e-05
